#evaluations,current best fitness
129,42
193,43
257,43
321,44
385,44
449,45
513,45
577,47
641,48
705,48
769,49
833,50
897,50
961,50
1025,51
1089,52
1153,52
1217,52
1281,53
1345,53
1409,53
1473,54
1537,54
1601,55
1665,55
1729,56
1793,56
1857,56
1921,57
1985,57
2049,57
2113,57
2177,58
2241,58
2305,59
2369,59
2433,59
2497,59
2561,60
2625,60
2689,61
2753,61
2817,61
2881,62
2945,62
3009,62
3073,62
3137,62
3201,62
3265,62
3329,62
3393,63
3457,63
3521,63
3585,63
3649,63
3713,63
3777,63
3841,63
3905,63
3969,63
4033,64
